日期,標題,內容,網址
2018/10/08,網路傳聞！「第二代」Off-White X Nike Zoom Fly SP 疑似即將發布？,"今日適逢第二代的 Off-White X Converse 發售，而在稍早突然又傳出消息，似乎是 Nike 即將發布第二代的 Off-White X Nike Zoom Fly SP？


 










在 Instagram 查看這則貼文


















 
#offwhite #nikezoomfly #kick #kicks #igsneakerheads #igsneakers #igsneakerhead #igsneakercommunity #igsneaker #sneakers #sneakerhead #sneakerheads #sneak #sneaks
 DirtyMoney（@dirtymoney823）分享的貼文 於 PDT 2018 年 10月 月 6 日 上午 10:23 張貼





 










在 Instagram 查看這則貼文


















 
#offwhite #nikezoomfly #kick #kicks #igsneakerheads #igsneakers #igsneakerhead #igsneakercommunity #igsneaker #sneakers #sneakerhead #sneakerheads #sneak #sneaks
 DirtyMoney（@dirtymoney823）分享的貼文 於 PDT 2018 年 10月 月 6 日 上午 10:23 張貼



這次的消息同樣由 IG 帳號 @dirtymoney823 爆料，早前在網路上流傳了各種版本的「The Ten 2.0 」Off-White X Nike Zoom Fly SP，而根據他的爆料，下一次將發布的將是其中的 “Black” 與 “Pink” 配色，中底上大大的 “FOAM” 字樣維持 Off-White 一貫的「標語」風格，鞋面也與正常的 Zoom Fly SP 一樣採用半透明面料。而根據網路消息，第二代 Off-White X Nike Zoom Fly SP 將於 10 月 13 日發售，定價約為 200 美金，目前還不知道消息真假，若是真的，相信很快就會有其他相關消息了，且讓我們拭目以待一陣子。
 
",http://overdope.com/archives/413431
2018/10/08,終於能夠原價入手！人氣鞋款 Yeezy 350 V2 “Zebra” 即將迎來超「大量」補貨！,"相信大家都還記得由 Kanye West 打造的 Yeezy 350 系列，潮流的外型一直是眾多型人們的必備鞋款，而其中 Yeezy 350 V2 “Zebra” 更是人氣最高的配色，有不少人認為這雙「斑馬」是全系列中最好看的一雙。


 










在 Instagram 查看這則貼文


















 
‪YEEZY BOOST 350 V2 ‬ ‪ZEBRA‬ ‪COMING BACK FRIDAY NOVEMBER 9 GLOBALLY ‬
 YEEZY MAFIA（@yeezymafia）分享的貼文 於 PDT 2018 年 10月 月 5 日 上午 10:02 張貼



而根據知名媒體 IG @yeezymafia 的消息指出，這雙 Zebra 配色將於今年 11 月 9 日進行大量補貨，據傳將有 14 到 16 萬雙的數量，看得出當時 Kanye West 的願望「讓所有人都能買到一雙 Yeezy」是真的打算要實現，當初 Zebra 發售時，炒賣價一度炒到兩萬多台幣，而經過這次的大量補貨，或許接下來我們就能輕易地用原價入手，甚至在直營店的架上看到？總之，如果之前因為炒價太高而無法入手的話，那麼就千萬不要錯過這次的補貨機會！
 
",http://overdope.com/archives/413429
2018/10/07,NikeCraft x Tom Sachs “Mars Yard Overshoe” 鞋款近覽,"品牌：NikeCraft x Tom Sachs
型號：Mars Yard Overshoe
售價：約 NT $15,000
特色：鞋身擁有防水專利 Dyneema 布料。產品線在 NIKECraft 之下，而 NIKECraft 的產品皆有相對獨家專利，即為僅有 Nike 能夠製造。
購買：將於 10 月 11 日在 DSM London 倫敦店抽籤販售。全球店家販售日期尚未公布。
產品圖：
  
",http://overdope.com/archives/413377
2018/10/07,adidas YEEZY BOOST 350 V2 “Static” 細覽,"曾於 8 月份首度揭露的 adidas YEEZY BOOST 350 V2 “Static” 此番也有了更為詳細的面貌曝光。設計上以透明飾帶嵌於鞋身中央，搭配 Primeknit 編織技術以及 Boost 大底科技。此鞋款預計將於 12 月展開販售，首波可入手的鞋鋪包括了 LV 集團投資的 Stadium Goods 店家。
 




",http://overdope.com/archives/413371
2018/10/07,RIP！那位一手把 Nike SB 做起來的男人…走了,"本週 10 月 3 日，Sandy Bodecker 逝世，享年 66 歲。也許你不認識 Sandy Bodecker，但你應該知道 Nike SB。他為 Nike 工作的 36 年間，主導了 Nike SB 和 Breaking2 計畫。

可以說沒有 Sandy Bodecker，也就沒有今天的 Nike SB。Nike SB 縮寫的是 SkateBoarding，如今也是 Sandy Bodecker。


RIP Sandy Bodecker。
 
",http://overdope.com/archives/413320
2018/10/06,寒冬必備！J.W Anderson 與 Converse 推出「毛氈」改造系列！,"知名設計師 JW Anderson 已經與 Converse 合作過數次，就他們曾經的合作看來，JW Anderson 較為偏向簡約派的設計，不過度浮誇的造型與細節處如面料、色系上的變動，令一眾喜愛英倫、簡約風格的消費者紛紛入手，而日前 Converse 再次公布了與 J.W Anderson 的最新合作。

















 


(via NICEKICKS)
此番聯名最值得注意的便是面料了，JW Anderson 這次採用了看起來相當溫暖的毛料材質，如果僅僅是更換鞋面材質那相當常見，但這次連 Converse 1970 經典的奶油中底也被換成了毛料材質，甚至是鞋跟處的三星標也包覆上了毛料，無疑是相當驚人的改造。聯名系列共有三款配色，預計於 10 月 11 日發售，美金定價為 $140 美元，但台灣目前還沒有店家有相關販售資訊，對聯名鞋款有興趣的朋友們不妨關注我們的後續追蹤消息，千萬不要錯過了！
 
",http://overdope.com/archives/413256
2018/10/04,就算明知是 Nike 的陰謀，這雙新配色 React Element 87 還是要入手吧？,"今年 Nike 做的最成功的鞋款應該便是 React Element 87 了吧，無論是原始版本、UNDERCOVER 聯名版本、平民版 Element 55 皆在市場上大獲好評，運用最新的 React 鞋墊科技打造，同時也搭上半透明元素風潮，這樣的熱門鞋款即便是現在，無論是否有聯名，想要入手都至少需要準備個上萬台幣，而從 Nike 以往的操作看來，應該是不會這麼輕易地放過我們的錢包。





(via NIKE)
稍早 Nike 官方再次宣布即將推出一款 React Element 87 的新配色，新配色以黑色調為主軸，整體的色塊概念與 UNDERCOVER 聯名系列的其中一雙有點相似，而該有的細節也沒有少，麂皮部分、軟木塞鞋墊、半透明鞋面等等，黑紅藍的配色也相當帥氣，如果有朋友還是捨不得以炒賣價格入手 UNDERCOVER 聯名款，不妨可以考慮一下這次的新配色，預計將於 10 月 11 日發售，喜歡的朋友們千萬不要錯過了！
",http://overdope.com/archives/413218
2018/10/04,NIKE 打造初秋空氣感女子氛圍 AIR MAX 97 “LIGHT BLUE” 10/6 抵台發布,"品牌：Nike
型號：Air Max 97 Light Blue
特色：最早由日本新幹線靈感發想而來的 Nike Air Max 97 鞋身本次以充滿流線感的線條打造而成，此次將中底採用淺灰的潑墨設計，與精緻的白色電繡 Swoosh Logo 也在極簡中增添了不少細節特色。
購買：東區 Fruition Shop


 










在 Instagram 查看這則貼文


















 
#本週六火熱預告 🔥 NIKE AIR MAX 97 LIGHT BLUE 即將發售 優雅的全白空氣感結合中底淺灰噴墨設計，打造初秋的清新女子氛圍。 #Nike #AirMax #AirMax97 #sneakers #FRUITION #Fruition_shop
 FRUITION（@fruition_shop）分享的貼文 於 PDT 2018 年 10月 月 3 日 下午 9:24 張貼



產品圖：





",http://overdope.com/archives/413211
2018/10/04,PUMA 全新復刻光影鞋履 RS-0 OPTIC 10/6 正式登台販售！,"品牌：PUMA
型號：RS-0 OPTIC
售價：NT $3,780
特色：以「汲取過去，展望未來」為整體設計理念，從攝影對街頭風格的影響汲取創作靈感，將反光面料加入鞋款製作，結合現代跑步緩震技術提供舒適機能性；整體鞋身以皮革包覆，搭配反光壓花設計低調放閃；襪套式鞋口除了穿脫方便，也提供跑者更全面的包覆性；橡膠合成材料所製成的鞋底讓 RS-0 Optic 更具支撐力與舒適性。
購買：



桃園門市
03-331-0601
桃園市桃園區中正路81號


西門町峨嵋門市
02-2312-0279
台北市萬華區峨嵋街7號


台中太平門市
04-3609-5721
台中市北區太平路24號


台南民族門市
06-222-9647
台南市中西區民族路二段55-3號1.2樓


高雄五福門市
07-261-8937
高雄市新興區五福二路262號1樓


Yahoo, MOMO 平台 PUMA 旗艦館



形象圖：

產品圖：


 
",http://overdope.com/archives/413206
2018/10/04,準備夜排！第二代 Off-White X Converse「台灣」發售日期確認！,"早前曾為各位報導過 Converse 與 Off-White 疑似將推出第二雙聯名(點此回顧)，當時網路上還是有不少網友認為只是假消息，但最後 Converse 與 Off-White 還是親自確認了這個消息，而之前流傳的 10 月 8 日發售也被證實，台灣目前確認的發售點包括 Invincible、Off-White Taipei、Converse 官方，其中 Invincible 預計於 10/8 發售；Off-White Taipei 預計於 10/10 發售；Converse 官方尚未確認發售日期，若有對這次第二代聯名有興趣的朋友，那可千萬不要錯過了！


 










在 Instagram 查看這則貼文


















 
Off-White™ c/o CONVERSE CHUCK 70s店內販售預告 販售日期&時間：2018年10月10日（三）上午9點開始，採先到先服務的流程及原則。 #offwhite #offwhitetaipei
 Off-White™ Taipei（@off___white__taipei）分享的貼文 於 PDT 2018 年 10月 月 3 日 上午 6:17 張貼





 










在 Instagram 查看這則貼文


















 
🚨10/08 (Mon.) @off____white x @converse CT ALL STAR 70s #offwhite #converse #virgilabloh
 INVINCIBLE（@invincible_inc）分享的貼文 於 PDT 2018 年 10月 月 3 日 上午 8:28 張貼





 










在 Instagram 查看這則貼文


















 
– Coming soon 🔥 – #conversetw
 Converse.敦南三（@converse.33333）分享的貼文 於 PDT 2018 年 10月 月 3 日 上午 6:01 張貼



",http://overdope.com/archives/413193
2018/10/03,AIR FORCE 1 以全新風格向支持者致敬,"

包括Utility Pack、NBA Pack、和新款The 1s Reimagined等最新版AF1，不論以何種方式呈現，皆展現了該鞋款外型的靈活性，並保有其獨一無二的DNA。


多年來，在大學運動員和NBA頂尖運動員的試煉與見證下，Air Force 1成為永垂不朽的經典，自1982年問世至今，它已超越球場與街頭，跨越了無數領域界線。

而一直以來不變的是：使Air Force 1成為經典的群體和鞋迷──包括藝術家、球員、廚師、設計師、和各行各業的人們──無不珍惜Air Force 1的堅毅與韌性。他們也透過各種調整與改變，使Air Force 1符合個人需求，並適用於各種場合。

2016年Nike曾提過：「所謂通過時間的考驗，並不代表一成不變，而是意味著不斷進步，這就是Air Force 1從未停止進化的原因。」

這句話在兩年後仍然有效。包括Utility Pack、NBA Pack、和新款The 1s Reimagined等最新版AF1，不論以何種方式呈現，皆展現了該鞋款外型的靈活性，並保有其獨一無二的DNA。



UTILITY

Air Force 1 Utility中足部位以彈性束帶取代傳統鞋帶。Fidlock磁扣（與Nike Komyuter相同）便於穿脫，並搭配誇張的鞋跟拉片以及加長的鞋舌。這些元素也使它在保留系列鞋款的耐用特質之餘，成為美學上更大膽的AF1版本。

Air Force 1 Utility將於11月1日起在指定店點販售。





Air Force 1 Utility中足部位以彈性束帶取代傳統鞋帶。


便於穿脫的設計搭配跨張的鞋跟拉片以及加長的鞋舌。


NBA Pack
 
NBA Pack以仿球衣的裝飾和球隊配色，喚醒Air Force 1和專業籃球運動不容抹滅的連結。Nike 「swoosh」 標誌和後飾片呈現透鏡般的色彩變化效果，AF1標誌會隨足部動作變換為NBA標誌。

NBA Pack已於9月28日起於指定店點販售，並將於10月4日在nike.com發售。



NBA Pack以仿球衣的裝飾和球隊配色，喚醒Air Force 1和專業籃球運動不容抹滅的連結。



Force is Female

隸屬The 1 Reimagined系列的AF1 Sage和AF1 Rebel都源自女性設計師的創意，以全新角度詮釋Air Force 1。它們不僅頌讚AF1的DNA，也為該系列帶來耳目一新的體驗。例如Sage Low和Sage High的鞋底厚度就增加了35%，外露縫線也採極簡設計。Sage High的極簡兩件式鞋面使它看起來更貼合腳型，強調AF1所有傳統比例。而Rebel的馬甲式鞋帶系統把鞋帶移到後方，翻轉整體美學。


AF1 Sage Low已於9月27日上市；AF1 Sage High將在11月1日於指定店點發售，並於11月2日起於Nike.com販售；AF1 Rebel則將於12月8日上市。



Sage Low的鞋底厚度就增加35%，傳統的外露縫線也採極簡設計。





Sage High的極簡兩件式鞋面使它看起來更貼合腳型，強調AF1所有傳統比例
 


The AF1 Sage Low
 


Rebel的馬甲式鞋帶系統把鞋帶移到後方，翻轉整個美學。     



",http://overdope.com/archives/413180
2018/10/02,NBA 官方將禁止肯爺新作「YZY BSKTBL」踏入球場？！,"相信各位最近都有注意到，Kanye West 近期經常在自己的社群軟體上曝光他的最新作品 YZY BSKTBL，將重視實戰性的籃球鞋以 Yeezy 的設計概念改造，Kanye 本人似乎也相當滿意這次的設計。


 










在 Instagram 查看這則貼文


















 
I think I stand pigeon toed cause of Michael Jordan 😊
 ye（@kanyewest）分享的貼文 於 PDT 2018 年 9月 月 25 日 上午 8:11 張貼



或許有些朋友會認為這雙 YZY BSKTBL 的實用性不高，未來可能也是被當成「潮鞋」耍帥用，但根據 Kanye West 的規劃，他似乎打算將這次的作品送上 NBA 賽場，不過早前 NBA 官方卻傳來消息，他們將不接受 YZY BSKTBL 進入球場，根據知名體育媒體 ESPN 的消息指出，最主要的問題在於 YZY BSKTBL 在鞋面上大量使用反光材料，NBA 認為這些反光將會影響觀眾的目光，不過如果 Kanye West 願意更換材質，或許還有機會上場。
目前 Kanye 還未對此做出回應，不過雖說 NBA 禁止，但以肯爺的個性猜測，或許他會直接付罰款硬讓新鞋上場也不一定，當年的 Air Jordan 1 Bred 便已經有過先例了，可能 10 年後還能出個 YZY BSKTBL “Banned”？
 
",http://overdope.com/archives/413080
2018/10/02,"Tyler, the Creator 與 Converse 新款「GOLF le FLEUR*」諜照外洩？！","由鬼才饒舌歌手 Tyler, the Creator 與 Converse 共同合作的 GOLF le FLEUR* 系列在潮流圈中素有好評，每次發售新款皆是以極快的速度搶購一空，而且鮮豔、跳色的外型更是男女通殺。


 










在 Instagram 查看這則貼文


















 
#kick #kicks #igsneakerheads #igsneakers #igsneakerhead #igsneakercommunity #igsneaker #sneakers #sneakerhead #sneakerheads #sneakernews #sneakgallery
 DirtyMoney（@dirtymoney823）分享的貼文 於 PDT 2018 年 9月 月 30 日 上午 7:55 張貼



而過去兩方的合作皆著眼在 Converse One Star 鞋款的改造上，而今番網路上有網友提前曝光了最新的合作系列，從圖片上看來，這次合作的鞋款終於不再是 One Star 而改為 Converse 近年的人氣款式 All Star 1970，新聯乘系列將鞋面替換為編織材質，而經典的 Converse 圓標也替換為與鞋面色系相近的皮革材質，外側部分一面是反過來的「GOLF le FLEUR*」字樣，另一面則在腳踝處放上一朵花。但目前 Convese 官方還未確認這雙聯名的存在，或許最終不會發行也說不一定，不過我們會繼續追蹤消息，若對該鞋款有興趣，不妨鎖定我們的後續報導！


 




 










在 Instagram 查看這則貼文


















 
#kick #kicks #igsneakerheads #igsneakers #igsneakerhead #igsneakercommunity #igsneaker #sneakers #sneakerhead #sneakerheads #sneakernews #sneakgallery
 DirtyMoney（@dirtymoney823）分享的貼文 於 PDT 2018 年 9月 月 30 日 上午 7:55 張貼



",http://overdope.com/archives/413054
2018/10/01,極致奢華視覺！COMME des GARÇONS X Nike 新一季聯名鞋款「曝光」！,"近日 COMME des GARÇONS 在巴黎舉行女裝時尚秀，除了研究他們當季的設計理念外，最值得注意的應該莫過於堪稱每季定番的 Nike X COMME des GARÇONS，包括先前的 CDG X Nike Air Max 180、CDG X Nike ACG，每次的新聯名總能吸引眾人目光，因此大家也都特別注意這次的 CDG 究竟打算要如何與 Nike 結合。













 


(via HYPEBEAST)
本季的聯名款式，CDG 選擇以 Nike 的經典運動鞋款 Nike Shox (也就是俗稱的「彈簧鞋」)為基底，除了加上那條亮眼的金屬 Logo 鍊條以外，也重新設計了鞋款的曲線，視覺上看起來更為複雜，同時也利用高質感面料令鞋款看起來添了一絲高貴之氣，兼顧了前衛與復古的氣質，相信屆時開放發售時會引起不小的搶購熱潮。
 
",http://overdope.com/archives/413030
2018/09/30,現在連龍珠鞋都有了，那《七龍珠》的哪個片段讓你最為難忘？,"很多人期待已久的 adidas Originals x《Dragon Ball Z》系列正式在 BAIT 及 adidas Originals 已經在世界各大合作店舖開啟發售。
 


 
ZX 500 RM “Goku” 和 YUNG-1 “Frieza” 則是最先到來的兩雙，這對《龍珠》中最為經典的死敵成為了這一系列的起點。
 



        
 
除此之外，BAIT 還公佈了剩餘的發售搭配，它們也將會在不久後陸續到來。
 


話題
《龍珠Z》是很多 80、90 後的童年
它也是在很多人即便在長大後
依然會覺得很酷的經典之作
那麼在你腦海中
《龍珠Z》的哪個片段讓你最為難忘呢
 
",http://overdope.com/archives/412949
2018/09/30,老爹鞋，還酷嗎？,"老爹鞋，Chunky Sneaker，又叫 Dad Shoes，它的設計繁複，但有種亂中有序的層次感，外觀有點笨拙厚重，重在復古氣息而非科技含量，有種多年以前「老爹」的氣質，因而得名。

部分去年對老爹鞋抱有絕對抵制看法的潮流人士們，今年也經不住這波熱度紛紛入坑，無法自拔。加上如今運動復古成為了街頭主流，以 YEEZY 500 和 Triple-S 等為代表的老爹鞋也成為了最主流的街頭鞋款之一。

當初以簡潔低調著稱的 574 和 996 堪稱 New Balance 的代名詞，但如今 990 等鞋面更加繁複的鞋款逐漸成為潮流玩家眼中的主流，這多少也是源於趨勢所帶來的影響。

在趨勢之下，奢侈品都紛紛加入其中，努力地找著最「怪」的點，由此催生出了 Louis Vuitton Arclight 這樣足弓高到邪門的未來主義運動鞋。

Maison Margiela 的 Retro Fit 選擇了堪比 Rick Owens 的鋸齒底和鏤空概念。

Gucci 的 SEGA 則乾脆直接往上掛首飾。

Vetements 和 Reebok 的聯名更加粗暴，直接戳上了鋼釘。

而本月初，Valentino 也不甘寂寞加入到了戰局之中。

回顧歷史，Raf Simons 的 Ozweego 定義了老爹鞋的基礎， BALENCIAGA 的 Triple-S 穩固了老爹鞋的地位，三下五除二地將老爸們尋常百姓款的旅遊鞋改造成了足下「千層底」穿上瞬增幾釐米的高蹺。

無可厚非設計師 Raf Simons 以及 Demna Gvasalia 也為這場丑潮審美定下了羅盤的向標，但二者也有本質區別：Raf 注重比例操控和青年亞文化的挪用；Demna 旨在突破常規，設計以誇張取勝。但毋庸置疑的是，Triple-S 的確在去年藉著 Chunky Sneaker 風潮的火熱引爆了整個球鞋市場，甚至不誇張的說，它已經成為了人們心中那種土酷、大輪廓類型鞋款的代表。

再接再厲，BALENCIAGA 全新老爹鞋「Track」在今年 5 月 BALENCIAGA 18 秋冬大秀上第一次出現在大家的視野中，而經過將近一季的等待，這雙 Track 也終於在今季迎來了發售，不過就目前來看，它的熱度還並不算高，這也讓人心有疑慮，在 Triple-S 的熱潮逐漸退去之後，它能否接過接力棒，繼續為 BALENCIAGA 提供新一輪的熱度？

不過這股浪潮已經擴散開來，恐怕在這群雄割據的局面，已經不具備 Triple-S 當初的一家獨大可能性。

老爹鞋曾一度是個酷玩意兒，正是酷在它的毀譽參半，正是由於它曾被主流聲音冠以時尚災難的名頭，所以才會吸引一批如此興致勃勃的擁躉。

而如今人們都已習以為常，它們似乎也就沒那麼酷了；也許在未來的某個時候被大部分人拋之腦後，它們又會成為很酷的東西。
這大概就是潮流的輪迴。
",http://overdope.com/archives/412905
2018/09/29,Adidas Originals PROPHERE 秋冬全新四色 10/4 抵台發售！,"品牌：Adidas Originals
鞋型：PROPHERE
售價：NT $4,690
特色：以品牌經典標誌性三條線的為設計主軸，鞋面選用柔軟的針織材質，搭配吸睛的撞色拼接細節，厚實的中底讓外觀擁有前衛輪廓，更帶來舒適腳感。顆粒狀的紋理將鞋底線條生動刻畫，採用特殊科技提供截然不同的穿著體驗。
購買：

adidas Originals忠孝經典門市：台北市忠孝東路四段189號
adidas Originals南西經典門市：台北市中山區中山北路二段16巷3號
adidas Originals敦南經典門市：台北市大安區敦化南路一段187巷9號
adidas Originals西門經典門市：台北市萬華區漢中街127號1樓
adidas Originals信義經典門市：台北市信義區松壽路18號1樓
adidas Originals信義新光A11經典門市：台北市信義區松壽路11號1樓
adidas Originals台北101運動時尚門市：台北市信義區市府路45號B1
adidas Originals台中公益經典門市：台中市南屯區公益路二段166號
adidas Originals高雄文橫經典門市：高雄市新興區文橫二路158號

穿搭參考：



產品圖：
     
",http://overdope.com/archives/412849
2018/09/28,Adidas 官方正式發布「龍珠 Z X Adidas」完整系列預覽！,"在前幾天發布了「Goku」與「Frieza」的官方照片後，Adidas 終於在早前將完整「Dragon Ball Z X Adidas」系列鞋款全都公布。

























 


(via ADIDAS)
根據 Adidas 官方解釋，他們將會利用四個月的時間將全系列兩兩釋出，以《七龍珠》中的經典戰鬥為主題，包括明日發售的「Goku VS Frieza」；10 月發售的「悟飯 VS Cell」；11 月發布的「Vegeta VS Majin Buu」，而  12 月則將推出兩個配色的「神龍」。若有粉絲有幸將全系列都收集到手，那麼便可以將 7 組鞋盒組裝起來，召喚出神龍，如果讀者中有《七龍珠》的忠實粉絲的話，不妨可以挑戰看看，千萬不要錯過了！

",http://overdope.com/archives/412823
2018/09/27,必搶神物！「第二代」Off-White X Converse Chuck 70 細節曝光！,"今年 7 月，期待已久的「The Ten」最後一款拼圖，Off-White X Converse Chuck 70 終於發售，前衛的透明鞋面與冰藍大底，讓所有潮人都毫無招架之力，更有不少網友認為，Off-White X Converse 是「The Ten」系列中最有誠意的作品，堪稱此系列最有收藏價值的單品之一。而日前，卻傳出了即將要發布「第二代」的 Off-White X Converse，今日知名球鞋網站 SoleCollector 更是直接將細節部分搶先曝光。


 










在 Instagram 查看這則貼文


















 
First look at the next Off-White x Converse Chuck 70, releasing on Oct. 8. 👍 or 👎?
 Sole Collector（@solecollector）分享的貼文 於 PDT 2018 年 9月 月 26 日 上午 10:29 張貼



而根據消息指出，第二代的 Off-White X Converse 將在 10 月 8 日發布，目前除此之外沒有其他資訊流出，但相信隨著時間過去，官方會釋出更多消息，就讓我們靜靜等待新款的發布吧！
 
",http://overdope.com/archives/412775
2018/09/25,「突襲」發布？！ Off-White X Air Jordan 1 “北卡藍” 明早台灣發售！,"自去年開始，設計師 Virgil Abloh 與 Nike 聯名發行的 The Ten 系列便一直是眾鞋頭的注意焦點，在當時的 The Ten 發售後，Virgil 還是持續的與 Nike 合作，不定時推出新款的合作系列。而在 The Ten 系列中，最引人注意的應該就是 Air Jordan 1 了，Nike 的經典鞋款加上 Off-White 的解構設計，讓所有人為之瘋狂，而除了去年發售的 Chicago 配色外，網路上一直流傳著還將有「北卡藍」配色的合作，我們也曾多次看過 Justin Bieber 等名人上腳實著。不過在我們期待了這麼久以後，Off-White X Air Jordan 1 “北卡藍” 終於要出現在我們眼前了？
此番台灣 Nike 官方突然發布預告，Off-White X Air Jordan 1 “北卡藍” 即將在 9 月 26 日早上 9 點開放點擊，也就是明日早上發售，確切資訊可點進官網連結瀏覽，有興趣的朋友明天可要記得早起，千萬不要錯過了！
",http://overdope.com/archives/412654
2018/09/25,PUMA SUEDE 50 攜手潮流大師小木基史聯名系列 9/29 抵台販售！,"品牌：PUMA X Motofumi“Poggy”Kogi
鞋型：PUMA SUEDE 50
售價：NT $2,680 – NT $5,680
特色：將日本傳統 Tabi 足袋的概念注入設計中，東西合璧異文化交融打造全新意象；鞋履以靛藍色全針織技術及橡膠鞋底製成，腳掌前端選用鬆緊帶彈性材質設計完整包覆；鞋側跳脫標準繫帶系統，以 SUEDE 經典麂皮襪套加強穩定支撐，延伸襪套式高筒鞋身，並於鞋後跟加入日本傳統 Kohaze 金屬搭扣元素。
購買：9 月 29 日於 PUMA 指定門市販售



忠孝門市
(02)2776-4408
台北市忠孝東路四段149號


新光三越百貨南西館
(02)2562-3785
台北市南京西路12號2樓 PUMA SELECT 專櫃


微風百貨信義館
(02)2722-8342
台北市信義區忠孝東路五段68號 B1


United Arrows 大安店
(02)8772-6670
台北市大安區仁愛路4段71巷30號及32號1F


United Arrows 微風信義店
(02)27233880
台北市信義區忠孝東路五段68號　微風信義 3F


台中秀泰文心
(04)2473-8992
台中市南區文心南路289號1樓



穿搭參考：



產品圖：

",http://overdope.com/archives/412636
2018/09/25,記得去年「炒翻」的 Air Max 1/97 嗎？這次設計師 Sean Wotherspoon 又要帶來新款了！,"相信大家都還記得去年的 Air Max Day 時發布的 Air Max 1/97，當時那第一雙被製造出來的樣品鞋在網路上一度被炒到近 300 萬台幣的高價，在那時候造成了相當大的話題，而後在今年 3 月時，Nike Air Max 1/97 SW 終於成功被量產，同樣也是各種搶購，即便到現在熱度過了半年，想要入手量產版至少還是要準備個 2 萬台幣，不然都是在癡人說夢。而對於沒能原價入手 Sean Wotherspoon 設計的鞋款，想必是不少朋友心中的遺憾，不過現在似乎又有機會了？


 










在 Instagram 查看這則貼文


















 
First peek at the second wave! Still early on the sample process, and there’s a LOT that’s going to change! I’m thinking add some color to the sole, make that air bubble infrared, gotta change the sock liner to yellow, maybe a new color insole?!, fix the denim on the tabs, and do a gradient from light to dark blue instead of all light blue?!? What new patches should I include with this pair?! I couldn’t be happier holding these babies in my hand, can’t wait to see the final sample! So much more dope Nike shit to talk about, can’t wait to tell everyone! 🌊🌊🌊🌊 @nikesportswear @nike
 Sean Wotherspoon（@sean_wotherspoon）分享的貼文 於 PDT 2018 年 9月 月 24 日 下午 4:50 張貼



Sean Wotherspoon 稍早在自己的 IG 中分享了自己的下一雙作品，依舊維持著他喜愛用厚重感面料的習慣，而顏色此番則是以藍色調為主，不過我們目前看到的僅是 Sample 版本，Sean Wotherspoon 表示他還會將許多細節大改，包括色系、內襯、氣墊等等，不過相信他的作品不會讓我們失望，就讓我們靜靜期待他把這次的作品完成吧！
 
",http://overdope.com/archives/412634
2018/09/24,羨慕忌妒恨！「黑人」陳建州竟搶先入手最新 Off-White X Nike Blazer Mid 三色？！,"日前網路上瘋傳 Off-White 與 Nike 的最新合作鞋款 Off-White x Nike Blazer Mid 即將在近日發售，包括 9 月 27 發布「Queen」配色；10 月 3 日發布「Spooky Pack」雙色組合，對於各位鞋迷來說，想必對新鞋款是相當的飢渴難耐的。但就在我們苦苦等待發售的同時，竟然有人已經將三雙都入手了？！

(via @blackielovelife)
沒錯，台灣最強鞋頭「黑人哥」陳建州竟然在出一趟遠門後就從 Nike 官方收到了這三雙聯名鞋款，其實這也不是第一次了，許多與 Nike、Adidas 等品牌合作過的藝人都常常能搶先收到新款，更別說與 Nike 關係良好的他早就多次搶在一般大眾前拿到許多限量球鞋，真的讓編輯心中各種羨慕啊！


 










在 Instagram 查看這則貼文


















 
離開家裡一個禮拜、今天終於回到家了～～ 看到它們精神都來了！ 回到家感覺一切辛苦都值得了！ 😎😎😎 #nikeoffwhite #offwhite #nike #sneakers #sneakerhead
 陳建州（@blackielovelife）分享的貼文 於 PDT 2018 年 9月 月 23 日 上午 8:56 張貼



",http://overdope.com/archives/412600
2018/09/23,Pharrell x adidas 全新聯名 SOLARHU 系列正式發佈,"跑步文化作為全球的共通語言，同時為進一步展現 「PLAY FOR THE HUMAN RACE」 的多元文化主題，adidasRunning 此次攜手 Pharrell Williams 為各位帶來全新的 SOLARHU 聯名系列。
SOLARHU 系列除了由豐富色調呈現的球鞋來展現非洲的多元文化以外，還將有運動背心、T 恤等一系列服飾。據悉，本聯名系列將於本月 25 日發售，註冊 adiCLUB 會員，並綁定 adidas 天貓旗艦店會員賬戶，便可在 adidas 天貓旗艦店參與 9 月 24 日的線上提前預售。
 
      
",http://overdope.com/archives/412576
2018/09/23,CONVERSE X UNDERCOVER “Chuck 70” 聯名鞋款 9/25 抵台販售,"品牌：Converse X Undercover
鞋型：Chuck 70
售價：NT$3,480
特色：以 Converse 經典 Chuck 70 為原型，加入其 2018 秋冬系列 “Order 秩序” 和 “Disorder 混亂”的元素，創造出一系列色彩亮麗的全新聯名鞋款。
購買：9 月 25 日起在 INVINCIBLE 及 JUICE-TAIPEI 開始販售，共有黑色、白色、紅色和黃色四種配色。
產品圖：




",http://overdope.com/archives/412544
